chiaoto,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2015/7/4 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/5 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0.5,0.5,0,0,0,0,0
2015/7/6 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
2015/7/7 上午 12:00:00,0,0,0,0,-999996.0,0,0,0,0,0,0.5,1.0,0,0,0,0,-999996.0,0,0,1.0,4.0,0,0,1.5
2015/7/8 上午 12:00:00,2.0,0.5,0.5,0,1.5,1.5,1.5,1.0,1.5,1.0,2.5,1.0,3.5,1.0,0,0,0,1.5,4.5,2.0,0,0,0,0
2015/7/9 上午 12:00:00,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/10 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/11 上午 12:00:00,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/12 上午 12:00:00,0,0,1.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/13 上午 12:00:00,0,0,0,1.0,0.5,0,0,8.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0.5,0
2015/7/14 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/15 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/16 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/17 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,7.0,0
2015/7/18 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,1.5,0.5,0,0,0,0,0,0
2015/7/19 上午 12:00:00,-999996.0,0.5,25.0,5.0,7.5,6.5,2.5,0.5,0,0.5,4.5,1.0,0,0,0.5,3.0,0,0.5,0,5.0,0,0,0,0
2015/7/20 上午 12:00:00,0,0,0,3.5,3.0,0,5.5,0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/21 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0
2015/7/22 上午 12:00:00,0,0,0,0,1.0,-999996.0,0,-999996.0,0,0,0,0,0,0,0,1.5,22.5,2.0,0,1.5,1.0,0,0,0
2015/7/23 上午 12:00:00,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/24 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/25 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0
2015/7/26 上午 12:00:00,0,0,0,0,0,3.0,0,1.5,0.5,0,-999996.0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/27 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0
2015/7/28 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/29 上午 12:00:00,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/7/30 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0
2015/7/31 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/1 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/2 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/3 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/4 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/5 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/6 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/7 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/8 上午 12:00:00,0,0,0,1.0,0.5,1.0,1.5,10.5,14.5,14.0,12.5,10.5,12.5,14.5,18.0,12.5,14.0,10.0,6.0,4.5,1.0,0.5,1.0,11.0
2015/8/9 上午 12:00:00,30.0,55.0,23.5,13.5,2.5,0.5,0,6.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/10 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/11 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/12 上午 12:00:00,0,0,-999996.0,0,0,0,-999996.0,0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/13 上午 12:00:00,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0
2015/8/14 上午 12:00:00,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,15.0,1.0,0,0,0
2015/8/15 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
2015/8/16 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
2015/8/17 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,8.5,1.0,2.0,0.5,0,0,0,0,0,0,0,0,0
2015/8/18 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0.5,7.0,0,0,0,0,0,0,0,1.5,0,0,0,0
2015/8/19 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0.5,0.5,0,0,0,0,0
2015/8/20 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/21 上午 12:00:00,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0
2015/8/22 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/23 上午 12:00:00,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/8/24 上午 12:00:00,0,0,1.5,3.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,30.5,24.5
2015/8/25 上午 12:00:00,1.0,7.5,0,2.0,4.5,34.5,3.0,0,2.0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,5.0
2015/8/26 上午 12:00:00,0.5,11.5,0,14.0,17.0,1.5,1.5,4.5,6.0,4.5,0,0,4.5,3.0,0,0,0,0,0,3.0,2.5,0,1.0,0
2015/8/27 上午 12:00:00,12.0,1.5,0,0.5,3.5,0,0,0,0,0,0,0,0.5,0.5,0,1.0,0,8.0,3.0,0,0,0,0,0
2015/8/28 上午 12:00:00,1.5,13.5,0,0,0,0,0,0,0,0,0,0.5,18.0,11.5,6.5,5.0,0,7.5,1.0,0,0,0,0,8.5
2015/8/29 上午 12:00:00,0,0,1.0,6.0,0.5,0,0,0,0,0,0,0,14.0,1.5,3.5,7.5,1.5,5.0,3.0,0,0.5,0,0,0
2015/8/30 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,1.0,10.5,2.5,1.0,0.5,0,1.0,3.0,0.5,0,0,0,0,0
2015/8/31 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,43.5,10.5,27.0,4.5,2.0,0,0,0,0,0,0,1.0,0,0
2015/9/1 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0
2015/9/2 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/3 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/4 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0
2015/9/5 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/6 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/7 上午 12:00:00,0,0,0,0,0.5,0,0.5,0,6.0,7.0,7.5,0.5,3.0,9.0,0.5,1.0,1.0,0.5,0,0,0,0,0,0
2015/9/8 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/9 上午 12:00:00,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/10 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/11 上午 12:00:00,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/12 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0
2015/9/13 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/14 上午 12:00:00,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0
2015/9/15 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0
2015/9/16 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0
2015/9/17 上午 12:00:00,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/18 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0
2015/9/19 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/20 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/21 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/22 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/23 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/24 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/25 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/26 上午 12:00:00,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/27 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0
2015/9/28 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,4.5,25.5,9.5
2015/9/29 上午 12:00:00,2.5,5.5,17.5,6.0,6.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/9/30 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/1 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/2 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/3 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/4 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/5 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/6 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/7 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/8 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/9 上午 12:00:00,0,0,0,0,1.0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/10 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/11 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/12 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/13 上午 12:00:00,0,0,2.0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/14 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/15 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/16 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/17 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0
2015/10/18 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/19 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/20 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0
2015/10/21 上午 12:00:00,0,0,0,0.5,0.5,0.5,0,0,0,0,0,3.0,2.5,3.5,2.0,0,0,0,0,0,0,0,0,0
2015/10/22 上午 12:00:00,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/23 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0
2015/10/24 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0
2015/10/25 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0
2015/10/26 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,-999996.0,0,0,0,0
2015/10/27 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/28 上午 12:00:00,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/29 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,-999996.0,0
2015/10/30 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/10/31 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0
2015/11/1 上午 12:00:00,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,-999996.0,0
2015/11/2 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/3 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/4 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/5 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/6 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/7 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/8 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/9 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/10 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/11 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/12 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/13 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/14 上午 12:00:00,0,0,0,-999996.0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0
2015/11/15 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/16 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/17 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/18 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/19 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0
2015/11/20 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/21 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/22 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,-999996.0,0,0
2015/11/23 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/24 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/25 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/26 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0
2015/11/27 上午 12:00:00,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/28 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/29 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/11/30 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/1 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/2 上午 12:00:00,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/3 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0
2015/12/4 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/5 上午 12:00:00,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/6 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0
2015/12/7 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0
2015/12/8 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/9 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0.5
2015/12/10 上午 12:00:00,2.0,2.0,2.0,0.5,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/11 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/12 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/13 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/14 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/15 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/16 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/17 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/18 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0,0,0,0,0,0,0,0
2015/12/19 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,0
2015/12/20 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/21 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/22 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/23 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/24 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999996.0,0,-999996.0,0,0,0,0
2015/12/25 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/26 上午 12:00:00,0,0,0,0,0,0,0,0,-999996.0,0,-999996.0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/27 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/28 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/29 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/30 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015/12/31 上午 12:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
